7.215099811553955078e+00,1.028199958801269531e+01
2.856899976730346680e+00,8.433400154113769531e+00
-5.107200145721435547e+00,2.287800073623657227e+00
4.043900012969970703e+00,1.325299978256225586e+00
3.603199958801269531e+00,1.046700000762939453e+01
3.976799964904785156e+00,-1.848199963569641113e+00
-1.564299941062927246e+00,7.136499881744384766e+00
3.016799926757812500e+00,-1.059399962425231934e+00
9.430299758911132812e+00,-3.524199962615966797e+00
9.734900474548339844e+00,2.507800102233886719e+00
1.259099960327148438e+01,1.557100057601928711e+00
1.026900005340576172e+01,-4.250999927520751953e+00
3.543999910354614258e+00,-2.874799966812133789e+00
4.511700153350830078e+00,2.374099969863891602e+00
-1.485700011253356934e+00,9.150300025939941406e+00
-3.734800100326538086e+00,3.242700099945068359e+00
9.561800003051757812e+00,2.688600063323974609e+00
4.127599895000457764e-01,7.934100151062011719e+00
9.301300048828125000e+00,4.055099964141845703e+00
1.043799972534179688e+01,-3.135999917984008789e+00
1.002099990844726562e+01,4.258800029754638672e+00
1.427000045776367188e+00,-1.334599971771240234e+00
-3.216200113296508789e+00,-1.528599977493286133e+00
8.222399711608886719e+00,7.070199966430664062e+00
-3.085799932479858398e+00,4.515200138092041016e+00
6.077400207519531250e+00,2.724499940872192383e+00
1.015699958801269531e+01,2.562999963760375977e+00
2.502000093460083008e+00,-2.457200050354003906e+00
1.088300037384033203e+01,3.744999885559082031e+00
-1.261199951171875000e+00,1.013899993896484375e+01
7.149600028991699219e+00,6.813399791717529297e+00
7.324299812316894531e+00,9.443400382995605469e+00
3.162400007247924805e+00,9.648799896240234375e+00
9.002699851989746094e+00,-5.360400199890136719e+00
-2.916599988937377930e+00,3.420200109481811523e+00
1.012699985504150391e+01,-1.762300014495849609e+00
4.344099998474121094e+00,-1.455499976873397827e-01
-4.718500137329101562e+00,1.516899943351745605e+00
-1.172199964523315430e+00,-2.946799993515014648e+00
3.545399904251098633e+00,1.109300041198730469e+01
4.163199901580810547e+00,8.769300460815429688e+00
6.700299978256225586e-01,1.051900005340576172e+01
6.044899940490722656e+00,2.615600109100341797e+00
-3.884500026702880859e+00,4.045700073242187500e+00
7.212999820709228516e+00,-6.881700038909912109e+00
1.138700008392333984e+00,-2.800199985504150391e+00
-4.954800128936767578e+00,1.297199964523315430e+00
4.161399900913238525e-01,-3.390100002288818359e+00
3.469399929046630859e+00,-2.917899936437606812e-02
-4.689899921417236328e+00,4.824100017547607422e+00
-4.601200103759765625e+00,1.102200031280517578e+00
-2.657500028610229492e+00,6.132100105285644531e+00
1.243500041961669922e+01,-1.894000053405761719e+00
4.420800209045410156e+00,8.258500099182128906e+00
1.245400047302246094e+01,1.899199962615966797e+00
-2.334399938583374023e+00,-1.524399995803833008e+00
1.005099964141845703e+01,7.241600036621093750e+00
-4.341799914836883545e-01,-1.009899973869323730e+00
-2.369499921798706055e+00,7.970300197601318359e+00
-1.430400013923645020e+00,8.620800018310546875e+00
1.009799957275390625e+01,6.588699817657470703e+00
4.207099974155426025e-01,9.199199676513671875e+00
1.115699958801269531e+01,3.003099858760833740e-01
7.401599884033203125e+00,8.392000198364257812e+00
2.572400093078613281e+00,1.132499980926513672e+01
1.003600025177001953e+01,-3.927799940109252930e+00
-1.816200017929077148e-01,7.727300167083740234e+00
8.581500053405761719e+00,-6.296599864959716797e+00
5.449800014495849609e+00,3.210499882698059082e-01
-2.576699972152709961e+00,8.502699851989746094e+00
1.257499980926513672e+01,-8.483300209045410156e-01
