7.2151	10.282	0
2.8569	8.4334	0
-5.1072	2.2878	0
4.0439	1.3253	0
3.6032	10.467	0
3.9768	-1.8482	0
-1.5643	7.1365	0
3.0168	-1.0594	0
9.4303	-3.5242	0
9.7349	2.5078	0
12.591	1.5571	0
10.269	-4.251	0
3.544	-2.8748	0
4.5117	2.3741	0
-1.4857	9.1503	0
-3.7348	3.2427	0
9.5618	2.6886	0
0.41276	7.9341	0
9.3013	4.0551	0
10.438	-3.136	0
10.021	4.2588	0
1.427	-1.3346	0
-3.2162	-1.5286	0
8.2224	7.0702	0
-3.0858	4.5152	0
6.0774	2.7245	0
10.157	2.563	0
2.502	-2.4572	0
10.883	3.745	0
-1.2612	10.139	0
7.1496	6.8134	0
7.3243	9.4434	0
3.1624	9.6488	0
9.0027	-5.3604	0
-2.9166	3.4202	0
10.127	-1.7623	0
4.3441	-0.14555	0
-4.7185	1.5169	0
-1.1722	-2.9468	0
3.5454	11.093	0
4.1632	8.7693	0
0.67003	10.519	0
6.0449	2.6156	0
-3.8845	4.0457	0
7.213	-6.8817	0
1.1387	-2.8002	0
-4.9548	1.2972	0
0.41614	-3.3901	0
3.4694	-0.029179	0
-4.6899	4.8241	0
-4.6012	1.1022	0
-2.6575	6.1321	0
12.435	-1.894	0
4.4208	8.2585	0
12.454	1.8992	0
-2.3344	-1.5244	0
10.051	7.2416	0
-0.43418	-1.0099	0
-2.3695	7.9703	0
-1.4304	8.6208	0
10.098	6.5887	0
0.42071	9.1992	0
11.157	0.30031	0
7.4016	8.392	0
2.5724	11.325	0
10.036	-3.9278	0
-0.18162	7.7273	0
8.5815	-6.2966	0
5.4498	0.32105	0
-2.5767	8.5027	0
12.575	-0.84833	0
6.8887	9.5614	0
3.2271	8.3265	0
11.74	1.7322	0
9.1066	7.3346	0
-5.0985	5.6101	0
8.7571	5.7966	0
3.7184	-3.2788	0
12.458	-0.79745	0
10.914	0.78182	0
-3.2656	-2.7294	0
0.81699	8.6032	0
12.204	1.9789	0
12.024	1.3504	0
-2.1983	-1.9558	0
10.912	-3.2349	0
-3.9387	-0.61148	0
4.7676	2.445	0
2.9788	10.448	0
6.4572	-0.56972	0
-0.83203	7.7815	0
2.8505	9.4836	0
2.8901	0.39423	0
-2.0426	7.9737	0
0.057975	7.6472	0
9.2548	-5.8425	0
-0.57345	-2.1282	0
4.1656	10.647	0
10.257	7.4142	0
-3.5507	3.3617	0
-4.8285	3.8887	0
0.50563	7.5272	0
9.4076	0.25003	0
0.55548	7.6732	0
-1.5986	-2.7576	0
12.337	3.1981	0
9.7554	1.8176	0
2.9811	7.9937	0
7.8966	6.3993	0
4.6553	-0.28907	0
-2.8825	-2.9606	0
8.2867	6.341	0
-4.1046	4.8577	0
0.24548	-2.6201	0
6.802	10.097	0
-3.8595	5.1174	0
12.462	-0.81032	0
3.4923	0.85119	0
-1.5995	6.0317	0
-4.0935	7.702	0
4.2506	10.977	0
12.309	0.4737	0
-5.6663	3.7135	0
-2.6447	8.0816	0
9.5047	1.7759	0
-0.5639	-2.0595	0
8.6572	-5.6401	0
2.9203	-0.59319	0
9.7043	5.9907	0
-0.6226	10.013	0
-3.6534	5.8054	0
12.097	4.0374	0
-1.8312	9.1762	0
3.6219	-0.53114	0
-4.5872	0.84264	0
3.7612	-2.4943	0
-3.5559	3.183	0
0.36761	10.264	0
-3.4593	3.6142	0
-4.8243	0.3006	0
-3.6669	5.7399	0
10.122	-3.6421	0
10.877	6.7398	0
-4.1859	7.5281	0
9.8102	-3.0196	0
-1.9859	-1.7431	0
11.483	-5.9602	0
9.452	6.582	0
0.044444	9.5091	0
8.5478	4.6341	0
-1.6865	-3.5889	0
-2.5149	-1.7525	0
3.7286	8.4448	0
9.6514	-6.4091	0
12.51	1.7786	0
-5.0835	2.8855	0
3.926	0.24526	0
3.3364	11.021	0
11.98	2.0451	0
3.0028	4.4485	0
8.31	7.1661	0
8.6179	5.7334	0
0.80846	9.0934	0
3.5341	-2.8694	0
8.4735	-4.3892	0
0.1799	10.336	0
4.7456	8.9887	0
3.2214	-0.97347	0
5.5044	4.0887	0
2.6829	-3.3822	0
-1.1317	9.8801	0
10.992	3.3636	0
6.3699	1.1434	0
10.364	-3.2426	0
9.46	-3.9883	0
10.077	-1.0871	0
3.1367	8.8086	0
12.318	1.7553	0
6.0788	6.8026	0
-5.8771	4.6499	0
4.1699	-2.4529	0
-0.33208	9.0434	0
1.0317	-2.664	0
12.472	-1.0665	0
6.8154	8.4527	0
-0.94697	-0.57767	0
9.0466	-5.0124	0
9.9104	0.9696	0
-2.0673	8.7135	0
4.0285	9.4971	0
4.2054	8.0275	0
10.038	-4.5353	0
10.056	-5.5808	0
8.13	6.4609	0
12.342	1.0971	0
-3.9578	3.2453	0
3.5625	-3.5592	0
10.302	-1.3632	0
-4.5869	4.9182	0
6.6847	8.3558	0
-2.4846	8.1098	0
-3.5664	6.8062	0
4.8492	10.054	0
12.798	0.34636	0
11.079	-5.9389	0
5.8504	9.3691	0
-0.7338	-4.2301	0
-3.3573	3.8541	0
10.195	7.1529	0
10.631	-3.357	0
10.583	2.8414	0
4.4783	0.90023	0
12.12	-1.4965	0
-0.80541	-2.263	0
6.8083	8.9745	0
5.011	10.984	0
9.1252	-4.3336	0
5.5662	0.75311	0
9.4321	5.3126	0
0.65816	-4.5381	0
0.81992	-1.9985	0
3.0586	-2.6189	0
-2.5459	-1.0673	0
-4.5256	1.4423	0
0.90775	8.7033	0
-5.5682	3.9888	0
9.1225	4.6786	0
10.293	-7.0597	0
11.036	6.3862	0
11.431	3.9193	0
11.529	-0.43424	0
11.97	1.8904	0
-2.2116	7.1962	0
2.9189	-3.3026	0
-5.0292	5.0254	0
0.94965	10.738	0
5.2451	0.04027	0
-2.997	8.7263	0
6.7881	8.4053	0
9.5711	-4.3282	0
5.2318	7.9459	0
-1.2321	8.7795	0
6.113	-0.53716	0
7.541	9.6583	0
9.1316	-3.5868	0
5.1112	-0.12437	0
0.7924	9.7521	0
-4.2736	4.5779	0
-3.9492	3.4169	0
0.52311	-4.1234	0
-4.1208	4.9792	0
9.9638	-4.6175	0
5.9124	3.6184	0
-2.8142	5.2224	0
-3.9116	-2.3348	0
2.4769	10.081	0
5.414	8.9728	0
1.4151	-4.2196	0
4.7893	7.9459	0
8.8789	4.0235	0
-4.0642	4.2412	0
12.222	2.4537	0
11.557	-1.512	0
2.7933	-3.7307	0
8.4565	8.7535	0
-5.468	3.2692	0
4.1414	4.1856	0
8.9512	9.2791	0
11.007	-1.0679	0
-0.63113	10.59	0
0.30523	9.8209	0
10.224	-4.0776	0
1.7559	10.077	0
9.3887	5.6951	0
-1.6044	-3.3136	0
2.2946	-1.3819	0
-2.2607	7.4718	0
12.138	-0.15214	0
12.419	2.5796	0
9.2393	-6.6852	0
-2.9659	-2.1788	0
3.1723	8.7066	0
-3.7968	5.7106	0
-3.4993	-1.5287	0
10.881	3.368	0
7.0903	-7.7838	0
-4.2379	0.14237	0
4.2608	-0.90939	0
-3.0765	7.1941	0
9.9027	3.6178	0
10.624	1.817	0
9.068	7.1599	0
9.2494	4.6744	0
-2.2701	-1.6867	0
11.45	-2.8184	0
0.92433	8.6023	0
-5.4228	4.6438	0
-3.4743	3.948	0
5.3103	11.256	0
8.544	5.8453	0
-6.2114	4.5358	0
-6.0478	3.0748	0
2.5175	3.1456	0
2.5543	10.72	0
-0.92733	10.043	0
8.9682	-3.9046	0
-1.7182	6.4386	0
8.763	9.2901	0
-1.2156	-0.79999	0
-4.9526	2.1233	0
4.7708	1.8282	0
-2.7533	7.4135	0
10.308	-2.588	0
-1.4482	10.744	0
7.2306	9.9624	0
2.4852	8.1716	0
7.1694	8.3253	0
11.079	-2.1804	0
-1.638	9.4666	0
5.6801	2.2619	0
11.426	-3.3867	0
12.247	5.1641	0
